Horodateur,Question sur la nationalité // Question about nationality,Question sur le diplôme d'études secondaires suisse // Question about the high school diploma,"Conséquences - Si les taxes d’études devaient augmenter, devrais-tu travailler à côté des études ? // If tuition fees were to increase, would you need to work alongside your studies? ",Niveau d’augmentation - Serais-tu venu·e à l'EPFL si les taxes d'étude étaient 3 fois plus grandes ? // Would you have come to EPFL if tuition fees were 3 times bigger? ,Niveau d’augmentation - A partir de quel facteur d’augmentation est-ce qu’une augmentation des taxes d’études aurait un impact sur ton mode de vie ? // From what factor of increase would a rise in tuition fees impact your lifestyle? ,Opinion - Est-ce que tu es d'accord avec la proposition de triplement des taxes d'étude pour les étudiant·e·s étranger·ère·s ? // Do you agree with the proposal to triple the tuition fees for international students?,Remarques sur la proposition // Remarks on the proposition,Remarques diverses // Misc remarks
29/05/2024 10:01:10,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,3,2,,
29/05/2024 10:01:15,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,"Je trouve que c'est une bonne proposition, le rapport qualité prix au niveau européen de l'EPFL est déjà très bon et restera très bon et compétitif après l'augmentation des taxes en plus d'amener des fonds suplémentaires rendant l'EPFL plus indépendant des fonds fédéraux.

Les étudiants présents à l'EPFL sont peuvent se le permettre, étant donné que la partie la plus large des budgets ne va pas aux taxes d'études mais au logement et nourriture. Cette augmentation aidera nettement à l'EPFL.",
29/05/2024 10:01:26,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,"Même pour les Suisses qui n'aiment pas l'immigration, la solution n'est certainement pas de diminuer le nombre d'ingénieurs de haut niveau dans le pays, surtout vue la crise de vieillissement de population et la pénurie d'ingénieurs dans toute l'Europe. ",
29/05/2024 10:01:27,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,5,1,,
29/05/2024 10:01:29,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,3,1,,
29/05/2024 10:01:30,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,,4,,
29/05/2024 10:01:31,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 10:01:40,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,5,1,,
29/05/2024 10:01:44,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,1,2,1,,
29/05/2024 10:01:51,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,1,2,1,,
29/05/2024 10:01:59,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,3,5,1,,
29/05/2024 10:02:03,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,1,1,1,,
29/05/2024 10:02:06,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,,
29/05/2024 10:02:16,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Non,1,1,1,One of the biggest advantages of EPFL is its internationality. This proposition hinders this vital trait of EPFL. It goes against EPFL’s principle(motto),
29/05/2024 10:02:21,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
29/05/2024 10:02:22,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 10:02:26,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,,1,,
29/05/2024 10:02:38,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,1,1,,
29/05/2024 10:02:40,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,"Je pense que l'augmentation des taxes d'études n'est pas une bonne chose car cela favoriserait encore plus les étudiants fortunés à l'EPFL. De plus l'éducation est un moteur de l'ascenseur social. Par ailleurs, les étudiants suisse seraient pénalisés car il serait en concurrence avec des étudiants avec plus de moyens qu'eux et donc ces étudiants étrangers pourraient se payer des cours particuliers et autres. Aussi les étudiants étrangers moins fortunés se verraient obligés de travailler encore plus en parallèle de leur éducation ce qui impacterait leur performances académiques et leur santé mentale (en particulier en cas d'échec si les parents ont sacrifié des choses pour permettre à leur enfant de venir a l'EPFL). La Suisse bénéficie aussi grandement de cette main d'oeuvre étrangère qualifiée. "
29/05/2024 10:02:41,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 10:02:44,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,3,1,,
29/05/2024 10:02:47,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,2,5,1,,
29/05/2024 10:02:48,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,4,2,3,,
29/05/2024 10:02:49,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:02:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,4,1,,
29/05/2024 10:02:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,2,,
29/05/2024 10:02:54,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,5,5,,
29/05/2024 10:02:55,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Non,4,2,1,,
29/05/2024 10:03:01,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,,
29/05/2024 10:03:02,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,2,1,,
29/05/2024 10:03:13,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,,
29/05/2024 10:03:17,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,1,,
29/05/2024 10:03:26,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,5,1,,
29/05/2024 10:03:27,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,5,1,,
29/05/2024 10:03:30,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,4,2,,
29/05/2024 10:03:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:03:37,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 10:03:38,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 10:03:44,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,4,1,,
29/05/2024 10:03:44,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,1,1,,
29/05/2024 10:03:45,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,5,1,"L’une des raisons principales que j’ai choisie l’epfl, c’était parce que il était affordable par ma famille. Cela me rend très inquiète.",
29/05/2024 10:03:46,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,1,1,,
29/05/2024 10:03:50,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,5,,
29/05/2024 10:03:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,1,1,,
